codice_esterno,0,1,2,3,4,5,6,7,8,9,10,11,giorno_uscita,colore,cat_merc
VG9188RO-19,18.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,rosso,manica lunga
VG9189NE-19,2.0,5.0,5.0,10.0,6.0,11.0,10.0,8.0,6.0,3.0,3.0,3.0,2019-09-07,nero,storta
VG9192NE-19,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,nero,cardigan corto
VG9192RO-19,8.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-21,rosso,cardigan corto
VG9193NE-19,16.0,15.0,24.0,19.0,17.0,9.0,8.0,5.0,2.0,18.0,0.0,0.0,2019-09-23,nero,manica lunga
VG9193RS-19,14.0,19.0,20.0,20.0,10.0,12.0,4.0,3.0,1.0,9.0,0.0,0.0,2019-09-23,rosa,manica lunga
VG9196NE-19,18.0,14.0,25.0,15.0,9.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,nero,manica lunga
VG9196PA-19,19.0,20.0,21.0,13.0,8.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,panna,manica lunga
VG9197NE-19,24.0,21.0,19.0,17.0,11.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,nero,cardigan corto
VG9197PA-19,3.0,7.0,12.0,6.0,5.0,8.0,48.0,0.0,0.0,0.0,0.0,0.0,2019-10-17,panna,cardigan corto
VG9198NE-19,1.0,6.0,9.0,8.0,7.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,2019-10-19,nero,manica corta
VG9198PL-19,2.0,1.0,0.0,5.0,3.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,2019-10-17,perla,manica corta
VG9199NE-19,13.0,24.0,21.0,20.0,18.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,2019-10-16,nero,manica lunga
VG9199PL-19,23.0,25.0,26.0,17.0,11.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0,2019-10-15,perla,manica lunga
VG9200GR-19,8.0,5.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,grigio,manica lunga
VG9200NE-19,3.0,6.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-04,nero,manica lunga
VG9201GR-19,15.0,20.0,12.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,grigio,manica lunga
VG9201RS-19,15.0,11.0,16.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-04,rosa,manica lunga
VG9202BE-19,9.0,5.0,9.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-29,beige,manica lunga
VG9202NE-19,6.0,7.0,12.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31,nero,manica lunga
VG9203GR-19,11.0,15.0,16.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-07,grigio,manica lunga
VG9203PA-19,17.0,26.0,25.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,panna,manica lunga
VG9206NE-19,26.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,nero,manica lunga
VG9208FAFG-19,18.0,16.0,16.0,21.0,17.0,8.0,4.0,34.0,0.0,0.0,0.0,0.0,2019-10-07,fantasia,manica lunga
VG9208FAGR-19,11.0,16.0,16.0,19.0,11.0,6.0,10.0,6.0,29.0,0.0,0.0,0.0,2019-10-04,fantasia,manica lunga
VG9209CM-19,2.0,4.0,3.0,5.0,4.0,5.0,7.0,23.0,0.0,0.0,0.0,0.0,2019-10-12,cammello,manica corta
VG9209NE-19,7.0,9.0,7.0,12.0,5.0,4.0,10.0,50.0,0.0,0.0,0.0,0.0,2019-10-10,nero,manica corta
VG9211NE-19,17.0,17.0,11.0,9.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28,nero,manica lunga
VG9212NE-19,10.0,15.0,17.0,7.0,7.0,9.0,7.0,5.0,16.0,0.0,0.0,0.0,2019-10-02,nero,manica lunga
VG9213NE-19,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-23,nero,manica lunga
VG9213PA-19,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-23,panna,manica lunga
VG9213RO-19,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-24,rosso,manica lunga
VG9214NE-19,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,nero,smanicato
VG9215NE-19,1.0,10.0,6.0,9.0,8.0,13.0,4.0,5.0,1.0,1.0,0.0,12.0,2019-09-14,nero,manica lunga
VG9215PA-19,9.0,9.0,8.0,15.0,5.0,5.0,4.0,0.0,3.0,1.0,6.0,0.0,2019-09-16,panna,manica lunga
VG9216FANE-19,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,fantasia,manica lunga
VG9216FARO-19,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-23,fantasia,manica lunga
VG9220BE-19,5.0,9.0,4.0,6.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-22,beige,storta
VG9220NE-19,5.0,5.0,11.0,9.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-25,nero,storta
VG9223BE-19,2.0,5.0,4.0,5.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-25,beige,storta
VG9223NE-19,8.0,7.0,3.0,5.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-22,nero,storta
VG9225FA-19,5.0,24.0,7.0,10.0,7.0,2.0,3.0,2.0,15.0,0.0,0.0,0.0,2019-10-05,fantasia,manica lunga
VG9226PA-19,1.0,8.0,7.0,3.0,1.0,5.0,4.0,3.0,10.0,0.0,0.0,0.0,2019-10-04,panna,manica lunga
VG9227GR-19,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-12,grigio,manica lunga
VG9227PA-19,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-13,panna,manica lunga
VG9228BE-19,3.0,13.0,22.0,11.0,7.0,9.0,6.0,3.0,4.0,12.0,0.0,0.0,2019-09-28,beige,manica lunga
VG9228NE-19,1.0,4.0,10.0,6.0,10.0,5.0,3.0,8.0,2.0,17.0,0.0,0.0,2019-09-29,nero,manica lunga
VG9229GR-19,8.0,13.0,16.0,10.0,7.0,9.0,6.0,4.0,22.0,0.0,0.0,0.0,2019-10-02,grigio,cardigan lungo
VG9229NE-19,13.0,16.0,17.0,16.0,11.0,9.0,10.0,4.0,19.0,0.0,0.0,0.0,2019-10-02,fantasia,cardigan lungo
VG9230FA-19,11.0,20.0,12.0,8.0,9.0,10.0,9.0,9.0,32.0,0.0,0.0,0.0,2019-10-03,fantasia,cardigan lungo
VG9234FG-19,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,fango,manica corta
VG9234GR-19,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-20,grigio,manica corta
VG92421AV-19,8.0,9.0,9.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06,avion,manica lunga
VG92421NE-19,8.0,11.0,10.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05,nero,manica lunga
VG92421RS-19,9.0,13.0,8.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-07,rosa,manica lunga
VG96260NE-19,43.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-18,nero,cardigan corto
VL26AV-17,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-11,avion,smanicato
VL26FA-17,9.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-09,fantasia,smanicato
VL26RO-17,8.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-10,rosso,smanicato
VS1092FA-19,6.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-10,fantasia,lungo
VS575CC187CC204PA-17,2.0,2.0,5.0,3.0,6.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,2017-03-28,panna,lungo
VS580RS-17,2.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2016-12-17,rosa,bambolina
VS585CC69AR-17,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,8.0,6.0,2016-12-22,argento,bambolina
VTSRCL0001FA-17,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-09,fantasia,manica lunga
VTSRCL0001TDFA-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,fantasia,manica lunga
VTSRCL0001VM-17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-10,verde militare,manica lunga
VULCANONE-18,1.0,6.0,2.0,6.0,9.0,10.0,4.0,29.0,67.0,9.0,0.0,0.0,2018-09-28,nero,capospalla  medio
W17BL08NE-17,3.0,4.0,3.0,3.0,10.0,15.0,12.0,17.0,9.0,6.0,1.0,1.0,2017-08-11,nero,manica lunga
W17BL11NE-18,3.0,2.0,6.0,0.0,5.0,3.0,7.0,6.0,13.0,5.0,3.0,2.0,2018-02-14,nero,capospalla corto
W17BL11RO-18,2.0,6.0,8.0,7.0,6.0,3.0,5.0,11.0,11.0,2.0,3.0,1.0,2018-02-15,rosso,capospalla corto
W17BL12BGI-17,1.0,5.0,4.0,3.0,6.0,4.0,7.0,5.0,14.0,9.0,7.0,6.0,2017-07-29,giallo,manica lunga
W17BL12BNE-17,1.0,6.0,4.0,9.0,5.0,17.0,24.0,22.0,24.0,22.0,14.0,6.0,2017-08-05,nero,manica lunga
W17BL12BRO-17,2.0,2.0,2.0,2.0,2.0,8.0,15.0,7.0,16.0,12.0,6.0,3.0,2017-07-28,rosso,manica lunga
W19178NE-18,1.0,3.0,3.0,3.0,0.0,1.0,6.0,6.0,7.0,1.0,4.0,2.0,2018-08-18,nero,manica lunga
W19212AFX-18,1.0,7.0,8.0,9.0,4.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,2018-10-20,fuxia,manica lunga
W19212ANE-18,14.0,14.0,7.0,13.0,91.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-24,nero,manica lunga
W19212AVE-18,1.0,6.0,5.0,6.0,4.0,95.0,11.0,0.0,0.0,0.0,0.0,0.0,2018-10-20,verde,manica lunga
W19212BNE-18,5.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,2018-08-27,nero,cardigan corto
W19212MODALNE-18,1.0,1.0,4.0,4.0,1.0,5.0,7.0,5.0,4.0,3.0,3.0,3.0,2018-08-26,nero,manica lunga
W19311GR-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-29,grigio,manica lunga
W19311NE-18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-29,nero,manica lunga
W19311RO-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-29,rosso,manica lunga
W19312NE-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-29,nero,manica lunga
W19313GR-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-28,grigio,cardigan corto
W19313NE-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-29,nero,cardigan corto
W19316BGR-18,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-22,grigio,pantalone lungo
W19316BNE-18,4.0,70.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-13,nero,pantalone lungo
W19322NLFX-18,4.0,15.0,13.0,15.0,115.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-24,fuxia,manica lunga
W19322NLVE-18,7.0,13.0,11.0,11.0,120.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-24,verde,manica lunga
WB16306BNE-18,5.0,134.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-14,nero,pantalone lungo
WB49NE-18,6.0,31.0,21.0,16.0,6.0,8.0,4.0,2.0,6.0,0.0,1.0,0.0,2018-08-17,nero,spolver  medio
WB91502BFX-18,9.0,15.0,20.0,9.0,99.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-24,fuxia,manica lunga
WB91502BNE-18,1.0,3.0,16.0,14.0,13.0,131.0,16.0,0.0,0.0,0.0,0.0,0.0,2018-10-21,nero,manica lunga
WB91502BVE-18,8.0,15.0,14.0,14.0,122.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-23,verde,manica lunga
WB91511NE-18,1.0,12.0,17.0,5.0,134.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-27,nero,spolver lungo
WENDYBE-19,3.0,3.0,5.0,6.0,10.0,5.0,13.0,5.0,4.0,2.0,2.0,1.0,2019-01-10,beige,tinta unita
WENDYNE-19,1.0,9.0,7.0,5.0,5.0,7.0,6.0,7.0,10.0,2.0,2.0,1.0,2019-01-12,nero,tinta unita
WINEFA-17,1.0,19.0,10.0,9.0,12.0,25.0,16.0,22.0,9.0,6.0,0.0,0.0,2017-07-08,fantasia,bambolina
WY121NE-17,2.0,1.0,18.0,21.0,15.0,19.0,14.0,2.0,0.0,0.0,0.0,0.0,2017-10-14,nero,manica lunga
X19K6062NE-19,10.0,10.0,13.0,8.0,5.0,9.0,10.0,3.0,27.0,0.0,0.0,0.0,2019-10-01,nero,pantalone lungo
X20190116NE-19,10.0,14.0,7.0,6.0,5.0,8.0,1.0,3.0,14.0,0.0,0.0,0.0,2019-10-01,nero,pantalone lungo
X2359AB1NE-19,2.0,6.0,5.0,4.0,6.0,11.0,3.0,21.0,0.0,0.0,0.0,0.0,2019-10-10,nero,pantalone lungo
XCORAPPBE-19,1.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,0.0,2019-09-22,beige,capospalla lungo
XCORAPPNE-19,2.0,3.0,5.0,7.0,2.0,3.0,1.0,4.0,0.0,1.0,3.0,0.0,2019-09-21,nero,capospalla lungo
XF156NE-19,1.0,2.0,3.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-23,nero,capospalla lungo
XF156SE-19,2.0,0.0,5.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-24,senape,capospalla lungo
XF176PB-19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-28,piombo,capospalla  medio
XF1781LUGBE-19,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-24,beige,capospalla lungo
XF1781LUGNE-19,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-21,nero,capospalla lungo
XF1781NE-19,4.0,7.0,12.0,10.0,9.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-23,nero,capospalla  medio
XF1781SE-19,7.0,9.0,5.0,12.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-23,senape,capospalla  medio
XF200NE-19,2.0,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-09,nero,capospalla  medio
XFLJNE-19,4.0,14.0,11.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30,nero,capospalla lungo
XFLJPA-19,4.0,4.0,11.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-01,panna,capospalla lungo
XL2069FABL-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-28,fantasia,maxi
XL2069NE-17,10.0,6.0,9.0,5.0,3.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,2017-07-10,nero,tubino
XL2109FABI-18,1.0,12.0,9.0,25.0,16.0,16.0,14.0,6.0,6.0,1.0,1.0,2.0,2018-06-16,fantasia,smanicato
XL2109FANE-18,1.0,14.0,6.0,27.0,20.0,16.0,19.0,11.0,11.0,5.0,8.0,1.0,2018-06-16,fantasia,smanicato
XL2109ST25FABI-19,12.0,19.0,19.0,15.0,16.0,17.0,16.0,5.0,86.0,45.0,29.0,28.0,2019-06-07,fantasia,smanicato
XL2109ST25FANE-19,1.0,16.0,6.0,3.0,7.0,10.0,3.0,1.0,45.0,43.0,29.0,17.0,2019-06-09,fantasia,smanicato
XL2109ST27FANE-19,4.0,4.0,8.0,9.0,7.0,44.0,42.0,37.0,15.0,10.0,4.0,0.0,2019-07-11,fantasia,smanicato
XL2390FA-17,1.0,24.0,18.0,11.0,19.0,14.0,20.0,19.0,11.0,7.0,7.0,4.0,2017-06-03,fantasia,smanicato
XL2390FABI-17,2.0,11.0,6.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-28,fantasia,smanicato
XL2390FABI-18,3.0,37.0,13.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-03,fantasia,smanicato
XL2390FANE-17,6.0,7.0,10.0,14.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-27,fantasia,smanicato
XL2390ROSEFABI-17,1.0,10.0,10.0,9.0,7.0,6.0,4.0,6.0,2.0,2.0,0.0,0.0,2017-08-05,fantasia,smanicato
XL2390ROSEFANE-17,13.0,9.0,11.0,6.0,6.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,2017-08-08,fantasia,smanicato
XL2390ST24FABI-19,7.0,4.0,6.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2019-04-18,fantasia,manica corta
XL2390ST24FANE-19,8.0,9.0,9.0,8.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-04-18,fantasia,manica corta
XL2390ST28FANE-19,23.0,9.0,9.0,10.0,8.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,2019-08-05,fantasia,smanicato
XL2390ST3FANE-18,2.0,7.0,5.0,9.0,4.0,7.0,7.0,4.0,4.0,4.0,3.0,0.0,2018-07-12,fantasia,smanicato
XL2398FABI-17,7.0,9.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-04,fantasia,trapezio
XL2398FANE-17,5.0,11.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-03,fantasia,trapezio
XL2398LECFABL-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-27,fantasia,trapezio
XL2424FA-17,6.0,14.0,22.0,45.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-28,fantasia,lungo
XL2424FABI-18,2.0,20.0,21.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-06,fantasia,lungo
XL2424FANE-18,7.0,21.0,40.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-27,fantasia,lungo
XL2424ST25FABI-19,4.0,6.0,10.0,5.0,19.0,6.0,5.0,6.0,73.0,54.0,37.0,28.0,2019-06-07,fantasia,lungo
XL2424ST25FANE-19,2.0,16.0,15.0,14.0,12.0,12.0,9.0,2.0,69.0,45.0,22.0,16.0,2019-06-06,fantasia,lungo
XL2701FA-17,6.0,13.0,19.0,27.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-27,fantasia,manica lunga
XL2701FANE-18,1.0,30.0,31.0,44.0,45.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,fantasia,manica lunga
XL2701ST19FANE-19,8.0,31.0,38.0,42.0,43.0,40.0,31.0,8.0,0.0,0.0,0.0,0.0,2019-04-11,fantasia,manica lunga
XL2701ST27FANE-19,5.0,6.0,6.0,5.0,8.0,7.0,3.0,2.0,50.0,44.0,40.0,28.0,2019-06-21,fantasia,manica lunga
XL2701ST28FANE-19,5.0,10.0,7.0,11.0,15.0,13.0,7.0,8.0,7.0,2.0,1.0,0.0,2019-08-02,fantasia,manica lunga
XL2713FABI-18,2.0,9.0,9.0,16.0,15.0,19.0,9.0,9.0,6.0,11.0,2.0,1.0,2018-06-15,fantasia,lungo
XL2713FAGI-17,3.0,11.0,22.0,10.0,14.0,6.0,13.0,12.0,11.0,10.0,2.0,2.0,2017-06-09,fantasia,lungo
XL2713FANE-17,1.0,27.0,27.0,26.0,25.0,30.0,31.0,22.0,13.0,18.0,4.0,3.0,2017-06-11,fantasia,lungo
XL2713FANE-18,2.0,27.0,14.0,24.0,21.0,12.0,19.0,12.0,9.0,16.0,10.0,3.0,2018-06-15,fantasia,lungo
XL2753FA-17,11.0,3.0,3.0,7.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,2017-07-10,fantasia,smanicato
XL2753ST19FANE-19,19.0,31.0,14.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-02,fantasia,manica lunga
XL2753STFA-17,16.0,12.0,16.0,7.0,10.0,4.0,5.0,5.0,0.0,1.0,1.0,0.0,2017-07-03,fantasia,smanicato
XL2754FA-17,12.0,10.0,11.0,6.0,8.0,4.0,7.0,3.0,7.0,1.0,2.0,1.0,2017-06-06,fantasia,lungo
XL2755FA-17,2.0,19.0,21.0,22.0,38.0,42.0,26.0,30.0,19.0,3.0,1.0,0.0,2017-07-06,fantasia,lungo
XL2783FA-17,1.0,32.0,22.0,35.0,23.0,23.0,13.0,11.0,11.0,6.0,5.0,1.0,2017-08-05,fantasia,bambolina
XL2784FA-17,2.0,14.0,5.0,10.0,9.0,4.0,5.0,5.0,3.0,1.0,1.0,0.0,2017-08-05,fantasia,lungo
XL2845FA-17,13.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-14,fantasia,bambolina
XL2857FA-17,8.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-15,fantasia,manica lunga
XL2930FANE-18,7.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-07,fantasia,lungo
XL2938FABI-18,2.0,11.0,14.0,5.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-28,fantasia,smanicato
XL2938FANE-18,4.0,10.0,11.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-28,fantasia,smanicato
XL2942FANE-18,1.0,4.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-21,fantasia,manica lunga
XL3232FABI-18,7.0,22.0,29.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-04,fantasia,bambolina
XL3232ST3FANE-18,17.0,14.0,16.0,12.0,7.0,10.0,4.0,5.0,5.0,2.0,0.0,0.0,2018-07-16,fantasia,bambolina
XL3233FABI-18,1.0,16.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-04,fantasia,manica lunga
XL3233FANE-18,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-07,fantasia,manica lunga
XL3234FANE-18,2.0,19.0,29.0,23.0,29.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,2018-04-21,fantasia,bambolina
XL3234ST19FANE-19,10.0,46.0,34.0,42.0,42.0,48.0,39.0,22.0,0.0,0.0,0.0,0.0,2019-04-12,fantasia,bambolina
XL3234STFABI-18,6.0,1.0,6.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-24,fantasia,bambolina
XL3234STFANE-18,10.0,6.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-23,fantasia,bambolina
XL3235CACHFA-18,11.0,14.0,10.0,11.0,13.0,16.0,8.0,106.0,33.0,3.0,1.0,0.0,2018-06-11,fantasia,pantalone lungo
XL3235FANE-18,3.0,20.0,22.0,26.0,30.0,44.0,14.0,0.0,0.0,0.0,0.0,0.0,2018-04-21,fantasia,pantalone lungo
XL3235GEOST3FABE-18,3.0,4.0,3.0,6.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2018-08-03,fantasia,pantalone lungo
XL3235ST20FA-19,3.0,24.0,28.0,27.0,39.0,26.0,27.0,15.0,0.0,0.0,0.0,0.0,2019-04-12,fantasia,pantalone lungo
XL3235ST23FA-19,13.0,44.0,19.0,24.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-25,fantasia,pantalone lungo
XL3235ST26FA-19,1.0,35.0,24.0,25.0,40.0,27.0,15.0,22.0,8.0,5.0,2.0,2.0,2019-07-05,fantasia,pantalone lungo
XL3235ST3FABE-18,7.0,3.0,8.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,2018-08-08,fantasia,pantalone lungo
XL3235ST3FAVE-18,3.0,13.0,8.0,11.0,7.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,2018-08-04,fantasia,pantalone lungo
XL3236ST13FABE-19,1.0,3.0,7.0,3.0,6.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,2019-02-08,fantasia,pantalone lungo
XL3240CACHFA-18,1.0,2.0,9.0,10.0,11.0,7.0,1.0,4.0,51.0,7.0,4.0,1.0,2018-06-08,fantasia,lungo
XL3240FANE-18,84.0,72.0,18.0,80.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-30,fantasia,lungo
XL3240ST19ST20FA-19,20.0,55.0,64.0,50.0,69.0,66.0,43.0,25.0,0.0,0.0,0.0,0.0,2019-04-12,fantasia,lungo
XL3240ST2FA-18,2.0,14.0,10.0,12.0,11.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,2018-08-02,fantasia,lungo
XL3240ST3FABE-18,6.0,1.0,9.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2018-08-06,fantasia,lungo
XL3240ST3FAVE-18,3.0,6.0,5.0,6.0,2.0,2.0,5.0,3.0,0.0,0.0,3.0,1.0,2018-08-07,fantasia,lungo
XL3241FANE-18,1.0,12.0,17.0,20.0,37.0,43.0,11.0,0.0,0.0,0.0,0.0,0.0,2018-04-20,fantasia,gitana
XL3241RIGAFA-18,2.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,16.0,24.0,14.0,6.0,2018-06-09,fantasia,gitana
